number,id,long,lat,specie,metapopulation,site_neighborhood,category,site,plots,traps,time_new,date,gpo_funcional,orden,family,otu,abundance
2793,.YPM..pro1..A..t1..42987.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,1,09/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_11,1
2794,.YPM..pro1..A..t1..42987.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,1,09/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_7,1
2795,.YPM..pro1..A..t1..42987.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,1,09/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_18,1
2796,.YPM..pro1..A..t1..42987.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,1,09/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_21,1
2797,.YPM..pro2..A..na..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_18,2
2798,.YPM..pro2..A..na..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_14,1
2799,.YPM..pro2..A..na..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_18,1
2800,.YPM..pro1..C..t2..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_7,1
2801,.YPM..pro1..C..t2..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_23,1
2802,.YPM..pro1..C..t2..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_10,1
2803,.YPM..pro1..C..t2..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_28,1
2804,.YPM..pro1..A..t2..42988.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_5,1
2805,.YPM..pro1..A..t2..42988.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_12,1
2806,.YPM..pro1..A..t2..42988.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_28,1
2807,.YPM..pro1..A..t2..42988.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_30,1
2808,.YPM..pro1..A..t2..42988.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_31,1
2809,.YPM..pro1..A..t2..42988.,.-89..569966.,.21..297831.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro1,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_15,1
2810,.YPM..pro2..C..t2..42988.,.-89..455458.,.21..321495.,.G.. hirsutum.,YPM,Neighborhood-S2-YP,Neighborhood,Pro2,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_10,11
2811,.YPM..pro2..C..t2..42988.,.-89..455458.,.21..321495.,.G.. hirsutum.,YPM,Neighborhood-S2-YP,Neighborhood,Pro2,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_9,3
2812,.YPM..pro2..C..t2..42988.,.-89..455458.,.21..321495.,.G.. hirsutum.,YPM,Neighborhood-S2-YP,Neighborhood,Pro2,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_5,3
2813,.YPM..pro2..C..t2..42988.,.-89..455458.,.21..321495.,.G.. hirsutum.,YPM,Neighborhood-S2-YP,Neighborhood,Pro2,C,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_17,1
2814,.YPM..pro2..B..t2..42988.,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_2,2
2815,.YPM..pro2..B..t2..42988.,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_6,4
2816,.YPM..pro2..B..t2..42988.,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_7,1
2817,.YPM..pro2..B..t2..42988.,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_24,1
2818,.YPM..pro2..B..t2..42988.,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_22,1
2819,.YPM..pro2..B..t2..42988.,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_10,1
2820,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_10,4
2821,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_5,1
2822,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_6,2
2823,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_2,1
2824,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_22,1
2825,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_14,1
2826,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_14,1
2827,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_32,1
2828,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_12,1
2829,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_33,1
2830,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_17,1
2831,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_32,1
2832,.YPM..pro2..A..t2..42988.,.-89..457389.,.21..320987.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,A,Red Mariposas,2,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_14,1
2833,.YPM..pro1..C..t1..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_34,1
2834,.YPM..pro1..C..t1..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_6,1
2835,.YPM..pro1..C..t1..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_22,3
2836,.YPM..pro1..C..t1..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_9,1
2837,.YPM..pro1..C..t1..42988.,.-89..569648.,.21..301848.,.G.. hirsutum.,YPM,Neighborhood-S1-YP,Neighborhood,Pro1,C,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_28,1
2838,.YPM..pro2..C..t1..42988.,.-89..455458.,.21..321495.,.G.. hirsutum.,YPM,Neighborhood-S2-YP,Neighborhood,Pro2,C,Red Mariposas,1,10/09/2017,Herbivorous,Lepidoptera,Morfo,Morfo_9,3
